,roi,phase,sub,corr,shuff_corr,roi_group
80,PFS,R,15,0.02837639366225467,0.048025864355888306,object
81,PFS,R,16,0.04180474697716077,0.056952685994665006,object
82,PFS,R,17,0.2713876799703201,0.04298931807479915,object
83,PFS,R,18,0.15004523337281145,0.048453498095061436,object
84,PFS,R,19,0.07529858306816399,0.04663811304062443,object
85,PFS,R,20,0.09584052738973474,0.04966172857122472,object
86,PFS,R,21,0.24589203921176922,0.050172252108274716,object
87,PFS,R,22,0.42480101596723796,0.045696847933105994,object
88,PPA,E,1,0.09806951008594282,0.047591267000715816,scene
89,PPA,E,2,0.12948388293546043,0.051202420056791424,scene
90,PPA,E,3,0.05999713754114785,0.06619025809837317,scene
91,PPA,E,4,0.09420698905552148,0.04724105535023759,scene
92,PPA,E,5,0.014801158659265708,0.051549612591144545,scene
93,PPA,E,6,0.04317815016205978,0.05376447015269336,scene
94,PPA,E,7,0.12152851700175511,0.04985054437008606,scene
95,PPA,E,8,0.29963727686534153,0.04860997417274297,scene
96,PPA,E,9,0.210897104778756,0.0518545169161399,scene
97,PPA,E,10,0.1333011800630699,0.049476828241606145,scene
98,PPA,E,11,0.26460524250510126,0.0442399737446669,scene
99,PPA,E,12,0.4178524849816641,0.04851953025784451,scene
100,PPA,E,13,0.34979752001255693,0.04910425935702973,scene
101,PPA,E,14,0.26824331844579846,0.05402676902441462,scene
102,PPA,E,15,0.12603538194089375,0.04850777546087371,scene
103,PPA,E,16,0.10646819447419147,0.04634095290017329,scene
104,PPA,E,17,0.5080367003895493,0.04728415405031322,scene
105,PPA,E,18,0.23108745594383642,0.04759631283800173,scene
106,PPA,E,19,0.20236412151653088,0.04913466988199369,scene
107,PPA,E,20,0.376926699105321,0.04742981407228779,scene
108,PPA,E,21,0.4966989626289579,0.048956230647393725,scene
109,PPA,E,22,0.21705740500278248,0.04922760234585694,scene
110,PPA,R,1,0.013995533167049773,0.05251592068777964,scene
111,PPA,R,2,0.0007174555157603346,0.04894964398339065,scene
112,PPA,R,3,0.10872095796956252,0.0762470301989409,scene
113,PPA,R,4,0.09178521995976086,0.045619177808535846,scene
114,PPA,R,5,0.08725103808450223,0.04731730996989199,scene
115,PPA,R,6,0.00013338253666908236,0.050147810081052124,scene
116,PPA,R,7,0.024775902170345743,0.05432017807965069,scene
117,PPA,R,8,0.02605727657995748,0.050637719210627694,scene
118,PPA,R,9,0.014084844679727744,0.048046363493671605,scene
